0,3875
0,2084
0,1833
0,1666
0,1666
0,1666
0,1667
0,1667
0,1667
0,1666
1,1958
1,1833
1,1834
1,1792
1,1833
1,1791
1,1875
1,1834
1,1875
1,1791
2,2667
2,2875
2,2667
2,2625
2,2625
2,2792
2,2875
2,2708
2,2542
2,2708
3,4708
3,4500
3,4833
3,4708
3,4750
3,4458
3,4167
3,4584
3,4667
3,4792
4,9000
4,7584
4,8459
4,8209
4,8291
4,8958
4,8792
4,8125
4,8417
4,8583
5,20958
5,21750
5,22166
5,21167
5,23625
5,22917
5,21084
5,21625
5,20583
5,20958
6,51791
6,54875
6,57000
6,51917
6,51208
6,50125
6,53625
6,49666
6,51833
6,86083
7,139667
7,129250
7,117958
7,123208
7,126166
7,127625
7,121292
7,119250
7,132125
7,125208
8,328500
8,322750
8,327458
8,324500
8,316042
8,334667
8,314416
8,339750
8,319458
8,345625
9,1009625
9,1008333
9,1099167
9,992375
9,1108416
9,1003792
9,1006167
9,1058875
9,1116958
9,1084042
10,3019459
10,3119041
10,3013875
10,3020917
10,3070209
10,3013042
10,3177208
10,3235292
10,3127791
10,3062250
11,9406584
11,9298250
11,9131542
11,9199208
11,9560500
11,9706000
11,9509583
11,9216625
11,9448500
11,9573583
12,30364875
12,29680959
12,28939875
12,29105958
12,29678708
12,29700833
12,29462292
12,29238625
12,29655792
12,28738542
13,95885166
13,96147042
13,94771708
13,108337916
13,130779958
13,117257042
13,109796625
13,100732250
13,101608000
13,103043792
14,389905375
14,454716125
14,402375833
14,399373292
14,407548000
14,406134958
14,421246500
14,384950875
14,366361958
14,378231750
15,1373871333
15,1272234292
15,1240936750
15,1258595583
15,1287895042
15,1263462167
15,1287581083
15,1346207750
15,1374112625
15,1302581334
16,4854673875
16,4788648458
16,4600849584
16,4501196500
16,4764271000
16,4478512541
16,4587519417
16,5532413375
16,5637124083
16,4535145750
