0,1959
0,750
0,625
0,666
0,583
0,583
0,583
0,541
0,625
0,625
1,1042
1,875
1,917
1,1000
1,875
1,875
1,833
1,833
1,833
1,875
2,1916
2,1834
2,1833
2,1791
2,1833
2,1792
2,1834
2,1792
2,1792
2,1833
3,5083
3,5042
3,8709
3,5583
3,5125
3,6083
3,5000
3,5042
3,5041
3,5041
4,17125
4,17084
4,16791
4,16708
4,16584
4,16708
4,16500
4,16583
4,16375
4,16833
5,62667
5,63708
5,60917
5,60334
5,61000
5,60917
5,60333
5,60458
5,60416
5,63083
6,244042
6,244334
6,240750
6,239916
6,232416
6,235708
6,245750
6,240375
6,240208
6,240125
7,1120500
7,913417
7,1290792
7,911625
7,890583
7,892083
7,919458
7,1125417
7,891750
7,930958
8,3571541
8,3586125
8,3719042
8,3598917
8,3529917
8,3532583
8,3528000
8,3527625
8,3528833
8,3525750
9,16603625
9,15835708
9,16449250
9,16424458
9,16350459
9,16402750
9,17049666
9,17478083
9,19259750
9,16883375
10,68058959
10,67759834
10,68114542
10,67768209
10,67952833
10,68334417
10,67728333
10,67988666
10,68587792
10,68874166
11,275461916
11,270759291
11,273673208
11,273956959
11,277455166
11,274123250
11,275708458
11,290147250
11,288727209
11,291963584
12,1150860792
12,1199047667
12,1159166125
12,1123610792
12,1110132459
12,1117584084
12,1108720416
12,1096586500
12,1104736625
12,1101623833
13,4756439541
13,4661215875
13,4644506708
13,4581810709
13,4437279833
13,4454696208
13,5530789208
13,5195110875
13,4767550000
13,4514738625
14,18106069042
14,18473636417
14,18669537250
14,23870391375
14,20040741750
14,18436748625
14,18999745958
14,18153817958
14,18636422875
14,17945605625
15,74502322166
15,72110711750
15,71730952625
15,72803875166
15,72290214416
15,71836878250
15,72409273000
15,73166917292
15,71423130834
15,74151752583
16,291293040000
16,299118631458
16,315406829500
16,309629715000
16,295602892500
16,291935232750
16,300552153209
16,297994494208
16,295674895750
16,304340500958
