0,541
0,500
0,458
0,458
0,416
0,417
0,417
0,459
0,416
0,417
1,500
1,583
1,709
1,583
1,541
1,583
1,584
1,500
1,500
1,500
2,916
2,791
2,875
2,792
2,1083
2,958
2,958
2,916
2,833
2,792
3,2375
3,1500
3,1708
3,1750
3,2041
3,2416
3,1666
3,2042
3,2125
3,1666
4,7167
4,5750
4,6167
4,7208
4,4875
4,6083
4,5125
4,6875
4,5458
4,5750
5,19708
5,21084
5,30959
5,21083
5,20917
5,21834
5,19542
5,17917
5,17500
5,19875
6,76542
6,73375
6,67167
6,71500
6,66042
6,78959
6,67959
6,82125
6,76125
6,81000
7,320500
7,312208
7,322167
7,310250
7,293958
7,300834
7,310750
7,307625
7,306542
7,341334
8,1190041
8,1129792
8,1171083
8,1239917
8,1181041
8,1181500
8,1170458
8,1094916
8,1165291
8,1191500
9,5246083
9,5103958
9,5193625
9,5163083
9,5217542
9,5255667
9,5248042
9,5123958
9,4977000
9,5237625
10,21746875
10,21810458
10,22750542
10,22322042
10,22447375
10,22953666
10,22085959
10,22294916
10,21563500
10,21825834
11,90911750
11,92475750
11,89643666
11,88526416
11,91902750
11,91558625
11,92010500
11,92699584
11,91962958
11,90369834
12,364825084
12,354581000
12,370372292
12,378413333
12,359999542
12,368077875
12,359127666
12,363827958
12,353283125
12,362925375
13,1464411041
13,1451353875
13,1516408917
13,1450201583
13,1472630667
13,1517885417
13,1693821500
13,1538237709
13,1481786875
13,1522194459
14,5997952458
14,6015060500
14,6181179292
14,6088014458
14,5951761584
14,5861626917
14,5937455833
14,5920165667
14,5893540042
14,5984244458
15,24358260750
15,23968865916
15,23929929750
15,24099853459
15,25315299750
15,24150560958
15,24449037917
15,24622425834
15,24860395834
15,28926150791
16,97091891666
16,97691434833
16,96797685750
16,99675131750
16,99550262166
16,100820388667
16,102051236250
16,104698035834
16,100440214584
16,94012929667
