x,avg Time (ns)
0,35654.2
1,545.8
2,1037.5
3,1454.2
4,3654.2
5,11345.7
6,39375.2
7,152449.9
8,621091.9
9,2729062.7
10,11081716.7
11,45402883.3
12,182183416.7
13,722877516.7
14,2909310454.2
15,11634265145.7
16,46748916662.6
