x,avg Time (ns)
0,1162.5
1,920.7
2,1875.1
3,3954.1
4,8341.7
5,18391.7
6,45204.2
7,102645.7
8,231741.7
9,581799.9
10,1333733.3
11,3001141.8
12,6479683.1
13,14824266.7
14,31904312.7
15,68462899.9
16,175217266.6
