x,avg Time (ns)
0,645.9
1,899.9
2,1816.6
3,5341.7
4,16687.4
5,62228.9
6,229012.8
7,933541.7
8,3512337.6
9,17182075.1
10,78392620.9
11,282952399.8
12,1225280262.6
13,4939859770.9
14,19107293808.5
15,76778432096.0
16,305707308925.1
