x,avg Time (ns)
0,1945.7
1,1841.6
2,2708.4
3,4616.7
4,8441.8
5,21683.3
6,55812.3
7,126174.9
8,327316.6
9,1048775.0
10,3085908.4
11,9405037.5
12,29456645.9
13,105835949.9
14,401084466.6
15,1300747795.9
16,4828035458.3
