x,avg Time (ns)
0,3933.3
1,695.8
2,1554.3
3,3283.3
4,7616.8
5,17975.0
6,43683.3
7,98333.5
8,228616.7
9,558895.9
10,1301624.8
11,2943716.7
12,6395112.4
13,14232416.4
14,30742866.9
15,72747004.1
16,145670387.4
