x,avg Time (ns)
0,3554.2
1,1341.7
2,3841.8
3,8349.9
4,17466.8
5,40791.6
6,96654.1
7,236191.6
8,581254.2
9,1596487.6
10,3982537.6
11,9744779.2
12,22860333.4
13,55368866.5
14,139009683.4
15,305087729.2
16,770019850.0
