x,avg Time (ns)
0,754.0
1,895.8
2,1825.0
3,5574.9
4,16729.1
5,61383.3
6,240362.4
7,988658.3
8,3564833.3
9,16873712.4
10,68116775.1
11,279197629.1
12,1127206929.3
13,4754413758.2
14,19133271687.5
15,72642602808.2
16,300154838533.3
