x,avg Time (ns)
0,2299.8
1,724.9
2,1591.7
3,3487.5
4,9521.0
5,22254.1
6,52687.5
7,148183.4
8,350083.2
9,1055891.9
10,2582066.6
11,7173212.6
12,18499337.6
13,51141045.9
14,121569829.2
15,439951912.4
16,1006737729.2
