x,avg Time (ns)
0,2616.8
1,1321.1
2,3950.1
3,8404.1
4,18070.7
5,41208.3
6,104337.6
7,237849.9
8,601074.9
9,1624370.8
10,4075175.1
11,10311008.4
12,25687554.2
13,72192291.8
14,161650279.1
15,355941320.7
16,954333304.1
