x,avg Time (ns)
0,637.5
1,525.2
2,787.3
3,1645.9
4,4029.1
5,11845.8
6,42425.2
7,159604.1
8,614012.4
9,2700633.1
10,11467879.2
11,46155674.9
12,185299725.1
13,764015587.7
14,3165657533.3
15,12399341945.8
16,50482667771.0
