x,avg Time (ns)
0,5612.5
1,1404.1
2,3875.0
3,8199.9
4,17104.1
5,38941.6
6,93258.6
7,260933.5
8,1049887.8
9,2150262.4
10,4185787.5
11,9105070.8
12,21554266.6
13,50731333.5
14,131149145.8
15,273519045.7
16,681659974.9
