x,avg Time (ns)
0,3929.2
1,754.2
2,28512.5
3,3516.5
4,8150.2
5,19791.7
6,47428.8
7,105550.1
8,287629.2
9,708499.9
10,2138029.2
11,3609829.0
12,6783425.0
13,14660329.4
14,31844012.6
15,65656991.6
16,143939600.0
