x,avg Time (ns)
0,1970.9
1,1462.4
2,1862.5
3,4570.8
4,14062.5
5,56050.1
6,210745.9
7,974745.8
8,3158616.6
9,15082354.2
10,61472566.8
11,246211879.3
12,1090138933.3
13,4646202983.0
14,16457139216.6
15,67226507820.7
16,262332284191.7
