n,avg_waste
2^1,0.6552866420097496
2^2,0.37091569431460597
2^3,0.5344374133609222
2^4,0.5272122017349903
2^5,0.5399975781276607
2^6,0.5469791289572971
2^7,0.5472521743630668
2^8,0.5643812472839691
2^9,0.5602994403645696
2^10,0.5733591346019995
2^11,0.5632895261896006
2^12,0.5691417869637568
2^13,0.5699621076839233
2^14,0.5750192141934244
2^15,0.5717958164348056
