n,avg_waste
2^1,0.6534035077993124
2^2,0.3750664278333157
2^3,0.5423328599229789
2^4,0.5220150400831209
2^5,0.5414928665093404
2^6,0.5500852214712568
2^7,0.5584319773738543
2^8,0.5633375773385817
2^9,0.5714997238029421
2^10,0.5634952345164002
2^11,0.5664770493416839
2^12,0.5740767859431452
2^13,0.5700456186099259
2^14,0.572508484091004
2^15,0.5755040837458401
