n,avg_waste
2^1,0.6468962778457111
2^2,0.3710727898143418
2^3,0.5705631065812271
2^4,0.7392470252523079
2^5,1.118147685685709
2^6,1.8574460574225777
2^7,3.3323877437941243
2^8,6.272582602550025
2^9,12.16739125810625
2^10,23.93918428494757
2^11,47.5038698787799
2^12,94.6307904146859
2^13,188.8345038305433
2^14,377.4731547970058
2^15,754.6890299758744
