n,avg_waste
2^1,0.6461851751427838
2^2,0.37623539526650923
2^3,0.5481202825404754
2^4,0.5142972971563708
2^5,0.536150561212612
2^6,0.5511015306847676
2^7,0.5519950826785732
2^8,0.5594539162395914
2^9,0.5536962261835587
2^10,0.5583901746147532
2^11,0.5651926540024471
2^12,0.5644759252461872
2^13,0.571830401675303
2^14,0.5692625737441802
2^15,0.5768575047345931
