n,avg_waste
2^1,0.648866240861392
2^2,0.3719074830569177
2^3,0.547993112059861
2^4,0.5769143843739643
2^5,0.6418593020314253
2^6,0.7387110218463423
2^7,0.8682183897267559
2^8,1.0774857089540788
2^9,1.415880304946884
2^10,1.9750815852049792
2^11,2.9113433665480346
2^12,4.499843426208964
2^13,7.30512502043023
2^14,12.384933174972078
2^15,21.56480317668128
