n,avg_waste
2^1,0.6613314910791106
2^2,0.3611441394626794
2^3,0.5501792317692601
2^4,0.4981799641017541
2^5,0.5594715802726871
2^6,0.5489054842009443
2^7,0.5564442646397589
2^8,0.5644288682184397
2^9,0.5590860476907761
2^10,0.5693700556918363
2^11,0.580062264226563
2^12,0.5479193626674965
2^13,0.5646785529627243
2^14,0.56156598506021
2^15,0.5697177695859036
