n,avg_waste
2^1,0.6508698431003451
2^2,0.38139035130354304
2^3,0.579130427426832
2^4,0.7521514901864205
2^5,1.1070036573572266
2^6,1.840142755063176
2^7,3.337204606695169
2^8,6.257452258875123
2^9,12.217828549956725
2^10,23.888438087037418
2^11,47.533524625314925
2^12,94.43741434728771
2^13,189.02996204281646
2^14,377.1981466350215
2^15,754.5926180983525
