n,avg_waste
2^1,0.6190211011663281
2^2,0.41033728561215616
2^3,0.5355427367070807
2^4,0.47606951141504356
2^5,0.5629874089219613
2^6,0.5332737125164446
2^7,0.6319650095232733
2^8,0.6829784102779174
2^9,0.5628717414732762
2^10,0.554825838686863
2^11,0.5328367122716637
2^12,0.5535492875242123
2^13,0.57452378693838
2^14,0.5989877229215532
2^15,0.6025264222341623
2^16,0.4756285485582339
2^17,0.6177534502302782
2^18,0.6039663598836341
2^19,0.6926894105747731
