n,avg_waste
2^1,0.6252540257332082
2^2,0.37870309153056464
2^3,0.48572384234693744
2^4,0.47151725387866
2^5,0.5362410972653424
2^6,0.45830195985909566
2^7,0.551443480798368
2^8,0.5541913325619696
2^9,0.5063273554110291
2^10,0.5818754612731178
2^11,0.6126623286199352
2^12,0.63342709058572
2^13,0.6519292090354004
2^14,0.6453107123550581
2^15,0.5238499083762387
2^16,0.505940612138996
2^17,0.6210980171148549
2^18,0.5333776116778608
2^19,0.5541514712380983
