0,352584
0,583
0,500
0,417
0,416
0,417
0,375
0,417
0,417
0,416
1,666
1,500
1,500
1,500
1,500
1,500
1,792
1,500
1,500
1,500
2,3541
2,833
2,792
2,750
2,750
2,750
2,708
2,750
2,709
2,792
3,1500
3,1458
3,1500
3,1417
3,1417
3,1417
3,1458
3,1459
3,1458
3,1458
4,3583
4,3750
4,3667
4,3708
4,3667
4,3625
4,3625
4,3625
4,3667
4,3625
5,11333
5,11334
5,11417
5,11333
5,11333
5,11333
5,11291
5,11375
5,11375
5,11333
6,39458
6,39417
6,39417
6,39334
6,39417
6,39334
6,39333
6,39334
6,39333
6,39375
7,149625
7,149583
7,149625
7,152250
7,156000
7,159125
7,157083
7,152250
7,149416
7,149542
8,616834
8,621459
8,620625
8,620625
8,620500
8,621167
8,620208
8,620917
8,626875
8,621709
9,2753417
9,2725417
9,2721125
9,2724084
9,2725375
9,2725084
9,2753791
9,2767959
9,2645292
9,2749083
10,11219792
10,11155667
10,11346542
10,11049166
10,11005459
10,10940458
10,11203041
10,10964042
10,10966791
10,10966209
11,45283750
11,46831417
11,47802625
11,45383750
11,44868416
11,44455916
11,45120792
11,44994209
11,44645292
11,44642666
12,179152709
12,178212250
12,179733750
12,184483833
12,179567875
12,178691417
12,178841834
12,178381083
12,179226625
12,205542791
13,717041959
13,722967708
13,739891375
13,735157583
13,724620791
13,720994542
13,716824667
13,718033667
13,714117375
13,719125500
14,2935420167
14,2914164833
14,2970128500
14,2884591208
14,2870022542
14,2918946208
14,2892869750
14,2881798125
14,2904688667
14,2920474542
15,11600270041
15,12020913000
15,11594634875
15,11531311125
15,11529601125
15,11516462833
15,11910396750
15,11605320708
15,11509966708
15,11523774292
16,46738586875
16,47059805125
16,46551817667
16,46834445250
16,47026155750
16,46838537042
16,46568582667
16,46313037167
16,46735545708
16,46822653375
