0,156416
0,1291
0,1042
0,875
0,792
0,792
0,791
0,791
0,791
0,792
1,151791
1,1125
1,917
1,2667
1,2208
1,2167
1,1000
1,958
1,2125
1,958
2,3417
2,5083
2,1375
2,2959
2,4292
2,2875
2,2541
2,2750
2,2542
2,3959
3,11083
3,8791
3,9250
3,9208
3,7250
3,8666
3,7791
3,8500
3,5875
3,5541
4,19916
4,24500
4,18666
4,18708
4,17875
4,17667
4,25125
4,17500
4,20542
4,17459
5,64042
5,59709
5,60042
5,58250
5,56542
5,49041
5,57834
5,61292
5,59333
5,59875
6,192500
6,370458
6,167417
6,176250
6,198334
6,155125
6,174792
6,171750
6,200792
6,188208
7,871500
7,660041
7,665750
7,719000
7,718250
7,533958
7,644750
7,669166
7,668458
7,725541
8,2124917
8,2378250
8,2300834
8,2014000
8,1862000
8,2324333
8,2594000
8,2248292
8,2547459
8,2456583
9,7941000
9,9529708
9,9417209
9,8707667
9,9522000
9,9353625
9,9640000
9,10001583
9,9576791
9,7875833
10,38872625
10,36507792
10,28062167
10,38315250
10,38686542
10,33787625
10,36035667
10,39572833
10,38995250
10,37999500
11,155202500
11,146373542
11,154004458
11,150903250
11,148026167
11,154091041
11,155237750
11,134066125
11,145563500
11,149786917
12,597792333
12,606377333
12,613277375
12,612185958
12,607431750
12,613493083
12,500800542
12,703103208
12,611218625
12,610139542
13,2456848666
13,2520210292
13,2423190708
13,2506665375
13,2445374791
13,2142117458
13,2463659833
13,2470859834
13,2448120334
13,2559847625
14,10112715875
14,9746623792
14,9821617625
14,9905269959
14,9782121250
14,10132953625
14,10405419875
14,10020025167
14,10155713459
14,9976184208
15,39846988708
15,34995792750
15,40651100250
15,41332986791
15,40053518875
15,42862137667
15,41524325250
15,39608823125
15,39629990416
15,39820837875
16,158371734292
16,153844131500
16,160901106167
16,160465245291
16,167706401208
16,162481004167
16,161759642375
16,159868511917
16,159085562125
16,160499830709
